2024-04-23T18:21:26.910734, 116, 52, -1028, False, False
2024-04-23T18:21:27.406733, 112, 56, -1020, False, False
2024-04-23T18:21:27.901746, 112, 52, -1032, False, False
2024-04-23T18:21:28.396813, 120, 52, -1036, False, False
2024-04-23T18:21:28.893830, 120, 48, -1032, False, False
2024-04-23T18:21:29.388867, 120, 52, -1024, False, False
2024-04-23T18:21:29.884906, 124, 52, -1024, False, False
2024-04-23T18:21:30.379882, 124, 48, -1024, False, False
2024-04-23T18:21:30.874930, 124, 56, -1032, False, False
2024-04-23T18:21:31.370955, 124, 52, -1024, False, False
2024-04-23T18:21:31.865957, 124, 44, -1028, False, False
2024-04-23T18:21:32.361028, 120, 40, -1032, False, False
2024-04-23T18:21:32.857996, 124, 56, -1032, False, False
2024-04-23T18:21:33.354016, 120, 52, -1032, False, False
2024-04-23T18:21:33.848993, 88, 64, -1036, False, False
2024-04-23T18:21:34.344050, 180, 44, -952, False, False
2024-04-23T18:21:34.839094, 136, -88, -776, False, False
2024-04-23T18:21:35.335075, 572, 224, -1432, False, False
2024-04-23T18:21:35.831048, 596, -292, 20, False, False
2024-04-23T18:21:36.326174, -1388, 1080, -352, False, False
2024-04-23T18:21:36.823103, -1424, 1464, -144, False, False
2024-04-23T18:21:37.319123, -500, -80, 948, False, False
2024-04-23T18:21:37.815209, -588, -8, -1520, False, False
2024-04-23T18:21:38.311177, -1128, 476, 644, False, False
2024-04-23T18:21:38.807181, -124, -260, -296, False, False
2024-04-23T18:21:39.302227, -1448, 52, 408, False, False
2024-04-23T18:21:39.797288, -712, 420, 2036, False, False
2024-04-23T18:21:40.293243, -512, -224, -160, False, False
2024-04-23T18:21:40.788286, -1756, 0, -336, False, False
2024-04-23T18:21:41.284276, -740, 332, 1016, False, False
2024-04-23T18:21:41.780326, 168, -168, -276, False, False
2024-04-23T18:21:42.276360, -756, 100, 1960, False, False
2024-04-23T18:21:42.772393, -1884, 56, 376, False, False
2024-04-23T18:21:43.268445, -424, 248, 1404, False, False
2024-04-23T18:21:43.764408, -1060, 316, 156, False, False
2024-04-23T18:21:44.260440, -1040, -4, -352, False, False
2024-04-23T18:21:44.756405, -480, 780, 1492, False, False
2024-04-23T18:21:45.251467, -604, -4, -568, False, False
2024-04-23T18:21:45.747456, -316, -160, 436, False, False
2024-04-23T18:21:46.243483, -948, 160, 720, False, False
2024-04-23T18:21:46.738567, -804, 92, -1220, False, False
2024-04-23T18:21:47.234551, -428, 272, -1016, False, False
2024-04-23T18:21:47.729583, 120, 64, -1028, False, False
2024-04-23T18:21:48.224617, 120, 60, -1024, False, False
2024-04-23T18:21:48.720581, 112, 64, -1028, False, False
2024-04-23T18:21:49.215648, 112, 64, -1028, False, False
2024-04-23T18:21:49.712618, 124, 60, -1028, False, False
2024-04-23T18:21:50.209606, 248, -24, -1020, False, False
2024-04-23T18:21:50.705679, 116, 64, -1024, False, False
2024-04-23T18:21:51.202692, 116, 68, -1024, False, False
2024-04-23T18:21:51.697700, 124, 52, -1024, False, False
2024-04-23T18:21:52.193716, 132, 68, -1032, False, False
2024-04-23T18:21:52.688782, 120, 64, -1028, False, False
2024-04-23T18:21:53.184785, 124, 64, -1032, False, False
2024-04-29T11:54:21.832342, 448, -8, -932, False, False
2024-04-29T11:54:22.328326, 448, -12, -916, False, False
2024-04-29T11:54:22.822443, 444, -4, -924, False, False
2024-04-29T11:54:23.318397, 448, 0, -928, False, False
2024-04-29T11:54:23.813404, 452, -8, -920, False, False
2024-04-29T11:54:24.309431, 448, -4, -924, False, False
2024-04-29T11:54:24.805443, 448, -8, -924, False, False
2024-04-29T11:54:25.301487, 456, -12, -932, False, False
2024-04-29T11:54:25.796490, 444, -8, -932, False, False
2024-04-29T11:54:26.291501, 452, -4, -928, False, False
2024-04-29T11:54:26.786566, 444, -12, -928, False, False
2024-04-29T11:54:27.282538, 448, -4, -928, False, False
2024-04-29T11:54:27.777611, 448, 0, -928, False, False
2024-04-29T11:54:28.273653, 448, -8, -932, False, False
2024-04-29T11:54:28.769661, 436, -8, -932, False, False
2024-04-29T11:54:29.265612, 452, -8, -928, False, False
2024-04-29T11:54:29.761686, 452, -8, -924, False, False
2024-04-29T11:54:30.256736, 444, -4, -932, False, False
2024-04-29T11:54:30.751763, 452, -8, -928, False, False
2024-04-29T11:54:31.246774, 452, -16, -936, False, False
2024-04-29T11:54:31.741777, 444, -4, -932, False, False
2024-04-29T11:54:32.237773, 452, -12, -936, False, False
2024-04-29T11:54:32.732814, 452, -8, -936, False, False
2024-04-29T11:54:33.227865, 448, 0, -936, False, False
2024-04-29T11:54:33.723821, 452, -4, -928, False, False
2024-04-29T11:54:34.218896, 444, -12, -924, False, False
2024-04-29T11:54:34.714877, 440, -12, -932, False, False
2024-04-29T11:54:35.209922, 452, -12, -932, False, False
2024-04-29T11:54:35.704939, 424, 84, -836, False, False
2024-04-29T11:54:36.199937, 444, 20, -948, False, False
2024-04-29T11:54:36.694957, 440, 4, -936, False, False
2024-04-29T11:54:37.189045, 428, 12, -932, False, False
2024-04-29T11:54:37.685126, 456, 100, 840, False, False
2024-04-29T11:54:38.181013, 232, 12, 940, False, False
2024-04-29T11:54:38.676072, 144, 4, 1008, False, False
2024-04-29T11:54:39.172140, 132, -16, 1000, False, False
2024-04-29T11:54:39.667114, 136, -12, 1008, False, False
2024-04-29T11:54:40.162140, 120, -8, 996, False, False
2024-04-29T11:54:40.658110, 120, -60, 1004, False, False
2024-04-29T11:54:41.153168, 112, -92, 960, False, False
2024-04-29T11:54:41.649163, -592, -156, 1048, False, False
2024-04-29T11:54:42.144233, -252, 136, -1020, False, False
2024-04-29T11:54:42.640241, -112, 68, -1036, False, False
2024-04-29T11:54:43.136252, 36, -24, -1056, False, False
2024-04-29T11:54:43.631265, -4, 4, -1028, False, False
2024-04-29T11:54:44.126286, 4, 8, -1032, False, False
2024-04-29T11:54:44.621339, 0, -88, -708, False, False
2024-04-29T11:54:45.118328, -68, -72, -984, False, False
2024-04-29T11:54:45.613416, -132, -68, -1060, False, False
2024-04-29T11:54:46.109400, -664, -180, -444, False, False
2024-04-29T11:54:46.605410, -408, -184, 748, False, False
2024-04-29T11:54:47.101441, -388, -200, 880, False, False
2024-04-29T11:54:47.597412, -184, -124, 1040, False, False
2024-04-29T11:54:48.092450, -76, -156, 1012, False, False
2024-04-29T11:54:48.586533, -1384, 164, -560, False, False
2024-04-29T11:54:49.081533, -600, 60, -836, False, False
2024-04-29T11:54:49.576524, -92, 144, -1040, False, False
2024-04-29T11:54:50.072546, -68, 136, -1048, False, False
2024-04-29T11:54:50.568591, -140, 120, -1040, False, False
2024-04-29T11:54:51.063610, -1160, 460, 52, False, False
2024-04-29T11:54:51.559614, -468, -316, -768, False, False
2024-04-29T11:54:52.055643, -140, -840, -520, False, False
2024-04-29T11:54:52.550688, 36, -800, -796, False, False
2024-04-29T11:54:53.046652, -8, -776, -724, False, False
2024-04-29T11:54:53.541675, -184, -776, -784, False, False
2024-04-29T11:54:54.036713, -64, -928, -272, False, False
2024-04-29T11:54:54.531741, 80, -528, -1020, False, False
2024-04-29T11:54:55.027761, 116, -440, -776, False, False
2024-04-29T11:54:55.523777, -1104, -1060, 1256, False, False
2024-04-29T11:54:56.018831, 764, -556, -732, False, False
2024-04-29T11:54:56.513897, 516, -460, -84, False, False
2024-04-29T11:54:57.009923, -820, -768, 1572, False, False
2024-04-29T11:54:57.505836, 780, -156, -208, False, False
2024-04-29T11:54:58.000874, 980, -496, -148, False, False
2024-04-29T11:54:58.495899, -776, -636, 2024, False, False
2024-04-29T11:54:58.991929, 1656, -628, -1040, False, False
2024-04-29T11:54:59.486964, -160, -516, 1244, False, False
2024-04-29T11:54:59.982971, -936, -132, 276, False, False
2024-04-29T11:55:00.478038, -1016, -112, 128, False, False
2024-04-29T11:55:00.974019, -1044, -108, -20, False, False
2024-04-29T11:55:01.470055, -1000, -96, -320, False, False
2024-04-29T11:55:01.965045, -940, -88, -472, False, False
2024-04-29T11:55:02.460739, -896, -92, -496, False, False
2024-04-29T11:55:02.955102, -876, -72, -564, False, False
2024-04-29T11:55:03.451128, -848, -64, -592, False, False
2024-04-29T11:55:03.946241, -836, -68, -628, False, False
2024-04-29T11:55:04.442205, -800, -64, -672, False, False
2024-04-29T11:55:04.938229, -784, -52, -692, False, False
2024-04-29T11:55:05.434505, -752, -52, -740, False, False
2024-04-29T11:55:05.930200, -732, -48, -748, False, False
2024-04-29T11:55:06.425227, -708, -52, -748, False, False
2024-04-29T11:55:06.920271, -692, -40, -780, False, False
